Institución que abrió la licitación,Institución Destino,Fecha de apertura,Mantenimiento de la oferta,Código de licitación,N° Expediente,Descripción Extraida,Producto,Cantidad,Unidades,Nro Renglón,Línea de Producto,Latitud,Longitud
GOBIERNO DE SALTA – MINISTERIO DE ECONOMIA Y SERVICIOS PUBLICOS – SECRETARIA DE CONTRATACIONES,INSTITUTO PROVINCIAL DE SALUD DE SALTA,,treinta (30) días hábiles,LICITACIÓN PÚBLICA Nº 128-0076-LPU25,Nº 0100074- 865/2025-0,"FORMULA DIETARIA BASE DE HIDRATOS DE CARBONO SELECCIONADOS, MINERALES, LIPIDOS, VITAMINAS Y PROTEINAS P/DIABETICOS",DIASIP LATA X 350G,90,ENVASE X 350 GR.,14,Diasip,,
GOBIERNO DE SALTA – MINISTERIO DE ECONOMIA Y SERVICIOS PUBLICOS – SECRETARIA DE CONTRATACIONES,INSTITUTO PROVINCIAL DE SALUD DE SALTA,,treinta (30) días hábiles,LICITACIÓN PÚBLICA Nº 128-0076-LPU25,Nº 0100074- 865/2025-0,"FORMULAS ALIMENTICIAS EN POLVO A BASE DE PROTEINAS HIDROLIZADAS PARCIALMENTE PARA LACTANTES Y NIÑOS SANOS, PARA TRATAMIENTO DE LA ALERGIA A LAS PROTEINAS DE LECHE DE VACA Y/O SOYA (SYNEO)",NUTRILON PEPTI SYNEO X 400 G,150,ENVASE X 320 GR.,15,Nutrilon,,
GOBIERNO DE SALTA – MINISTERIO DE ECONOMIA Y SERVICIOS PUBLICOS – SECRETARIA DE CONTRATACIONES,INSTITUTO PROVINCIAL DE SALUD DE SALTA,,treinta (30) días hábiles,LICITACIÓN PÚBLICA Nº 128-0076-LPU25,Nº 0100074- 865/2025-0,"FORMULAS ALIMENTICIAS EN POLVO A BASE DE AMINOACIDOS LIBRES Y ASOCIADOS PARA LACTANTES Y NIÑOS SANOS, PARA TRATAMIENTO DE LA ALERGIA A LAS PROTEINAS DE LECHE DE VACA Y/O SOYA (SYNEO)",NEOCATE INFANT SYNEO X 400 G,50,ENVASE X 400 GR.,16,Neocate,,
GOBIERNO DE SALTA – MINISTERIO DE ECONOMIA Y SERVICIOS PUBLICOS – SECRETARIA DE CONTRATACIONES,INSTITUTO PROVINCIAL DE SALUD DE SALTA,,treinta (30) días hábiles,LICITACIÓN PÚBLICA Nº 128-0076-LPU25,Nº 0100074- 865/2025-0,"FORMULAS ALIMENTICIAS EN POLVO A BASE DE AMINOACIDOS LIBRES Y ASOCIADOS PARA LACTANTES Y NIÑOS SANOS, PARA TRATAMIENTO DE LA ALERGIA A LAS PROTEINAS DE LECHE DE VACA Y/O SOYA (SYNEO)",NUTRILON PEPTI SYNEO X 400 G,50,ENVASE X 400 GR.,16,Nutrilon,,
GOBIERNO DE SALTA – MINISTERIO DE ECONOMIA Y SERVICIOS PUBLICOS – SECRETARIA DE CONTRATACIONES,INSTITUTO PROVINCIAL DE SALUD DE SALTA,,treinta (30) días hábiles,LICITACIÓN PÚBLICA Nº 128-0076-LPU25,Nº 0100074- 865/2025-0,"FORMULA LACTEA DE CONTINUACION PARA LACTANTES DE 6 A 12 MESES DE EDAD, CON PREBIOTICOS, LIBRE DE GLUTEN, SIN TACC DE 6 A 12 MESES",VITAL 2 X 800 GR,50,ENVASE X 800 GR.,17,Vital,,
GOBIERNO DE SALTA – MINISTERIO DE ECONOMIA Y SERVICIOS PUBLICOS – SECRETARIA DE CONTRATACIONES,INSTITUTO PROVINCIAL DE SALUD DE SALTA,,treinta (30) días hábiles,LICITACIÓN PÚBLICA Nº 128-0076-LPU25,Nº 0100074- 865/2025-0,"FORMULA LACTEA DE CONTINUACION PARA LACTANTES DE 6 A 12 MESES DE EDAD, CON PREBIOTICOS, LIBRE DE GLUTEN, SIN TACC DE 6 A 12 MESES",NUTRILON 2 LATA X 800G,50,ENVASE X 800 GR.,17,Nutrilon,,
GOBIERNO DE SALTA – MINISTERIO DE ECONOMIA Y SERVICIOS PUBLICOS – SECRETARIA DE CONTRATACIONES,INSTITUTO PROVINCIAL DE SALUD DE SALTA,,treinta (30) días hábiles,LICITACIÓN PÚBLICA Nº 128-0076-LPU25,Nº 0100074- 865/2025-0,"ENSURE. FORMULA NUTRICIONAL EN POLVO A BASE DE CARBOHIDRATOS, FIBRAS, MINERALES, LIPIDOS, VITAMINAS Y PROTEINAS",FORTISIP MAX NEUTRO LATA X 700G,50,ENVASE X 800 GR.,18,Fortisip,,
GOBIERNO DE SALTA – MINISTERIO DE ECONOMIA Y SERVICIOS PUBLICOS – SECRETARIA DE CONTRATACIONES,INSTITUTO PROVINCIAL DE SALUD DE SALTA,,treinta (30) días hábiles,LICITACIÓN PÚBLICA Nº 128-0076-LPU25,Nº 0100074- 865/2025-0,"ENSURE. FORMULA NUTRICIONAL EN POLVO A BASE DE CARBOHIDRATOS, FIBRAS, MINERALES, LIPIDOS, VITAMINAS Y PROTEINAS",FORTISIP MAX VAINILLA LATA X 350G,50,ENVASE X 800 GR.,18,Fortisip,,
GOBIERNO DE SALTA – MINISTERIO DE ECONOMIA Y SERVICIOS PUBLICOS – SECRETARIA DE CONTRATACIONES,INSTITUTO PROVINCIAL DE SALUD DE SALTA,,treinta (30) días hábiles,LICITACIÓN PÚBLICA Nº 128-0076-LPU25,Nº 0100074- 865/2025-0,"ENSURE ADVANCE. FORMULA NUTRICIONAL EN POLVO A BASE DE CARBOHIDRATOS, FIBRAS, MINERALES, LIPIDOS, VITAMINAS Y PROTEINAS",FORTISIP MAX NEUTRO LATA X 700G,50,ENVASE X 850 GR.,19,Fortisip,,
GOBIERNO DE SALTA – MINISTERIO DE ECONOMIA Y SERVICIOS PUBLICOS – SECRETARIA DE CONTRATACIONES,INSTITUTO PROVINCIAL DE SALUD DE SALTA,,treinta (30) días hábiles,LICITACIÓN PÚBLICA Nº 128-0076-LPU25,Nº 0100074- 865/2025-0,"PEDIASURE.-HIDRATOS DE CARBONO, PROTEINAS, MINERALES, LIPIDOS, VITAMINAS P/NIÑOS SABOR VAINILLA",FORTINI VAINILLA LATA X 400G,30,ENVASE X 400 GR.,20,Fortini,,
MUNICIPALIDAD DE ROSARIO,HOSPITAL DE NIÑOS VICTOR J. VILELA,2025-02-11,30 dias,03-005/25,30050/2025,FORMULA COMPLETA PEDIATRICA HIPERCALORICA (1.5 CAL/ML) LIQ X 250 ML APROX (FREBINI DRINK O SIMIL),FORTINI COMPACT MF FRUT BOT 125 ML,96,UNIDAD,10,Fortini,-32.94713,-60.6322023
MUNICIPALIDAD DE ROSARIO,HOSPITAL DE NIÑOS VICTOR J. VILELA,2025-02-11,30 dias,03-005/25,30050/2025,TRIGLICERIDOS DE CADENA MEDIANA SOL X 500 ML APROX (TCM-MCT OIL O SIMIL),ACEITE MCT NUTRICIA 500 ML,6,UNIDAD,28,MCT Oil,-32.94713,-60.6322023
MINISTERIO DE SALUD DE LA PROVINCIA DE RÍO NEGRO,COORDINACIÓN PROVINCIAL DE SALUD PERINATAL Y NIÑEZ,2025-04-11,30 días hábiles,2025-04-01 00:00:00,,"SUSTITUTO DE LECHE: libre de fenilalanina , fórmula en polvo, sabor neutro (sin sabor) para tratamiento de niños/as con enfermedad fenil: cetonuria para mayores de 1 año hasta 6 años. Tipo XPHE Energy K. 850 GR",ANAMIX JUNIOR PKU NEUTRO LATA X 400G,14,KG,1,Anamix,,
HOSPITAL ZONAL GENERAL AGUDOS PROF. DR. RAMÓN CARRILLO,HOSPITAL ZONAL GENERAL AGUDOS PROF. DR. RAMÓN CARRILLO,2024-08-15,30 días hábiles administrativos,Procedimiento Abreviado 158/2024,EX-2024-23492820- -GDEBA-HZPDRCMSALGP,SUPLEMENTO SEMI SOLIDO-HIPERCALORICO-HIPERPROTEICO - CON FIBRA- 1.85 CAL/ML 125 GRS. ESPECÍFICO DISFAGIA VTO A SEIS MESES,FORTISIP COMPACT VAN 24X125ML PB AR,450,UNIDAD,4,Fortisip,,
HOSPITAL ZONAL GENERAL AGUDOS PROF. DR. RAMÓN CARRILLO,HOSPITAL ZONAL GENERAL AGUDOS PROF. DR. RAMÓN CARRILLO,2024-08-15,30 días hábiles administrativos,Procedimiento Abreviado 158/2024,EX-2024-23492820- -GDEBA-HZPDRCMSALGP,FÓRMULA ENTERAL LISTA P/USAR HIPERCALORICA-NORMOPROTEICA PROTEINA ENTERA- SIN FIBRAS 1.5 CAL/ML 500 ML ENTREGA SEGUN NECESIDAD DEL SERVICIO. VTO A SEIS MESES AL MOMENTO DE LA ENTREGA,NUTRISON PACK MULTI FIBRE 1000,450,UNIDAD,5,Nutrison,,
HOSPITAL ZONAL GENERAL AGUDOS PROF. DR. RAMÓN CARRILLO,HOSPITAL ZONAL GENERAL AGUDOS PROF. DR. RAMÓN CARRILLO,2024-08-15,30 días hábiles administrativos,Procedimiento Abreviado 158/2024,EX-2024-23492820- -GDEBA-HZPDRCMSALGP,FÓRMULA ENTERAL LISTA PARA USAR - NORMOCALÓRICA-NORMOPROTEICA PROTEINA ENTERA-CON FIBRAS-ESPECÍFICA P/ HIPERGLUCEMINA/DIABETES 1 CAL/ML - 500 ML VTO A SEIS MESES DE LA ENTREGA,NUTRISON ADVANCED DIASON PACK X 1L,250,UNIDAD,6,Nutrison,,
HOSPITAL ZONAL GENERAL AGUDOS PROF. DR. RAMÓN CARRILLO,HOSPITAL ZONAL GENERAL AGUDOS PROF. DR. RAMÓN CARRILLO,2024-08-15,30 días hábiles administrativos,Procedimiento Abreviado 158/2024,EX-2024-23492820- -GDEBA-HZPDRCMSALGP,"FÓRMULA ENTERAL LISTA P/USAR -NORMOCALORICA-HIPERPROTEICA PROTEINA HIDROLIZADA-SIN FIBRAS-P/PACIENTES ESTRESADOS/ALTO REQUERIMIENTO PROTEICO 1 CAL/ML-500 ML GLUTAMINA,ARGININA VTO A SEIS MESES AL MOMENTO DE LA ENTREGA",NUTRISON ADVANCED PEPTISORB PA 1000ML,250,UNIDAD,7,Nutrison,,
HOSPITAL ZONAL GENERAL AGUDOS PROF. DR. RAMÓN CARRILLO,HOSPITAL ZONAL GENERAL AGUDOS PROF. DR. RAMÓN CARRILLO,2024-08-15,30 días hábiles administrativos,Procedimiento Abreviado 158/2024,EX-2024-23492820- -GDEBA-HZPDRCMSALGP,FÓRMULA ENTERAL LISTA P/USAR NORMOCALORICA-NORMOPROTEICA PROTEÍNA ENTERA- SIN FIBRAS 1 CAL/ML 1000 ML ENTREGA SEGUN NESECIDAD Y SEIS MESES DE VTO A LA ENTREGA,NUTRISON PACK  STD. 1000ML,250,UNIDAD,8,Nutrison,,
HOSPITAL ZONAL GENERAL AGUDOS PROF. DR. RAMÓN CARRILLO,HOSPITAL ZONAL GENERAL AGUDOS PROF. DR. RAMÓN CARRILLO,2024-08-15,30 días hábiles administrativos,Procedimiento Abreviado 158/2024,EX-2024-23492820- -GDEBA-HZPDRCMSALGP,SUPLEMENTO ORAL LÍQUIDO - HIPERCALORICO-NORMOPROTEICO 2.4 CAL/ML 125 ML ENTREGA SEGUN NESECIDAD. VTO A SEIS MESES,FORTINI COMPACT MF FRUT BOT 125 ML,300,UNIDAD,9,Fortini,,
HOSPITAL ZONAL GENERAL AGUDOS PROF. DR. RAMÓN CARRILLO,HOSPITAL ZONAL GENERAL AGUDOS PROF. DR. RAMÓN CARRILLO,2024-08-15,30 días hábiles administrativos,Procedimiento Abreviado 158/2024,EX-2024-23492820- -GDEBA-HZPDRCMSALGP,FÓRMULA ENTERAL LISTA P/USAR HIPERCALORICA-HIPERPROTEICA-PROTEINA HIDROLIZADA- SIN FIBRA- ESPECÍFICA P/PACIENTES ESTRESADOS/ALTO RENDIMIENTO PROTEICO - EPA- 1.3 CAL/ML 500 ML ENTREGA SEGUN NECESIDAD DEL SERVICIO. VTO A SEIS MESES AL MOMENTO DE LA ENTREGA,NUTRISON PROTEIN INTENSE BOTELLA X 500ML,250,UNIDAD,11,Nutrison,,
HOSPITAL ZONAL GENERAL AGUDOS PROF. DR. RAMÓN CARRILLO,HOSPITAL ZONAL GENERAL AGUDOS PROF. DR. RAMÓN CARRILLO,2024-08-15,30 días hábiles administrativos,Procedimiento Abreviado 158/2024,EX-2024-23492820- -GDEBA-HZPDRCMSALGP,MÓDULO DE ALMIDON DE MAIZ MODIFICADO ESPESANTE P/LÍQUIDOS 300 GRS. LATA ENTREGA SEGUN NECESIDAD DEL SERVICIO. VTO A UN AÑO AL MOMENTO DE LA ENTREGA. CON CONTENIDO DE GOMAS ESPESANTES,ESPESAN PLUS (NUTILIS) 12X300G ARG,15,UNIDAD,12,Espesan,,
HOSPITAL ZONAL GENERAL AGUDOS PROF. DR. RAMÓN CARRILLO,HOSPITAL ZONAL GENERAL AGUDOS PROF. DR. RAMÓN CARRILLO,2024-08-15,30 días hábiles administrativos,Procedimiento Abreviado 158/2024,EX-2024-23492820- -GDEBA-HZPDRCMSALGP,SUPLEMENTO ORAL LÍQUIDO - HIPERCALORICO-HIPERPROTEICO - CON FIBRA- 1.5 CAL/ML 200 ML ESPECÍFICO P/HIPERGLUCEMIA/DIABETES suplemento semisolido aptopara pacientes con trastorno deglutorio. TIPO FRESUBIN DB CREME,DIASIP VAINILLA X 4 X 200 ML,96,UNIDAD,13,Diasip,,
MUNICIPALIDAD DE VICENTE LÓPEZ,"HOSPITAL MUNICIPAL PROF. DR. BERNARDO A. HOUSSAY, MATERNIDAD SANTA ROSA, HOSPITAL GERIÁTRICO RODRIGUEZ ORTEGA Y DIRECCIÓN DE ATENCIÓN PRIMARIA DE LA MUNICIPALIDAD DE VICENTE LÓPEZ",,30 días hábiles,PLIE-223-2024,,ALIMENTO PARA PACIENTES RENALES EN DIALISIS QUE REQUIEREN RESTRICCIONES HIDROELECTROLITICAS DE 475 CAL /237ML (TIPO NEPRO),FORTISIP COMPACT VAN 24X125ML PB AR,300,UN,1,Fortisip,-34.5112578,-58.4906088
MUNICIPALIDAD DE VICENTE LÓPEZ,"HOSPITAL MUNICIPAL PROF. DR. BERNARDO A. HOUSSAY, MATERNIDAD SANTA ROSA, HOSPITAL GERIÁTRICO RODRIGUEZ ORTEGA Y DIRECCIÓN DE ATENCIÓN PRIMARIA DE LA MUNICIPALIDAD DE VICENTE LÓPEZ",,30 días hábiles,PLIE-223-2024,,ALMIDON DE MAIZ MODIFICADO ESPESANTE INSTANTANEO X 300 GRS.,ESPESAN PLUS (NUTILIS) 12X300G ARG,140,UN,2,Espesan,-34.5112578,-58.4906088
MUNICIPALIDAD DE VICENTE LÓPEZ,"HOSPITAL MUNICIPAL PROF. DR. BERNARDO A. HOUSSAY, MATERNIDAD SANTA ROSA, HOSPITAL GERIÁTRICO RODRIGUEZ ORTEGA Y DIRECCIÓN DE ATENCIÓN PRIMARIA DE LA MUNICIPALIDAD DE VICENTE LÓPEZ",,30 días hábiles,PLIE-223-2024,,CASEINATO DE CALCIO POLVO SECALBUM X 250 GRS.,SECALBUM LATA X 225 GR,48,UN,3,Secalbum,-34.5112578,-58.4906088
MUNICIPALIDAD DE VICENTE LÓPEZ,"HOSPITAL MUNICIPAL PROF. DR. BERNARDO A. HOUSSAY, MATERNIDAD SANTA ROSA, HOSPITAL GERIÁTRICO RODRIGUEZ ORTEGA Y DIRECCIÓN DE ATENCIÓN PRIMARIA DE LA MUNICIPALIDAD DE VICENTE LÓPEZ",,30 días hábiles,PLIE-223-2024,,FORMULA CON HMB ENSURE CLINICAL RTH FRASCO X 500 ML,NUTRISON PROTEIN INTENSE BOTELLA X 500ML,500,UN,5,Nutrison,-34.5112578,-58.4906088
MUNICIPALIDAD DE VICENTE LÓPEZ,"HOSPITAL MUNICIPAL PROF. DR. BERNARDO A. HOUSSAY, MATERNIDAD SANTA ROSA, HOSPITAL GERIÁTRICO RODRIGUEZ ORTEGA Y DIRECCIÓN DE ATENCIÓN PRIMARIA DE LA MUNICIPALIDAD DE VICENTE LÓPEZ",,30 días hábiles,PLIE-223-2024,,FORMULA ENTERAL HIPERPROTEICA E HIPERCALORICA PARA PACIENTES CRITICO ENV. X500CC T/NUTRISON ADVANCE PROTISON,NUTRISON ADVANCED PROTISON BTLLA X 500ML,600,UN,7,Nutrison,-34.5112578,-58.4906088
MUNICIPALIDAD DE VICENTE LÓPEZ,"HOSPITAL MUNICIPAL PROF. DR. BERNARDO A. HOUSSAY, MATERNIDAD SANTA ROSA, HOSPITAL GERIÁTRICO RODRIGUEZ ORTEGA Y DIRECCIÓN DE ATENCIÓN PRIMARIA DE LA MUNICIPALIDAD DE VICENTE LÓPEZ",,30 días hábiles,PLIE-223-2024,,"FORMULA ESPECIALMENTE DISEÑADA PARA LACTANTES CON SINTOMAS ASOCIADOS AL REFLUJO GASTROESOFAGICO TIPO ENFABEBE AR VITAL AR, NUTRILON AR",NUTRILON AR 1 LATA X 400G,3,UN,8,Nutrilon,-34.5112578,-58.4906088
MUNICIPALIDAD DE VICENTE LÓPEZ,"HOSPITAL MUNICIPAL PROF. DR. BERNARDO A. HOUSSAY, MATERNIDAD SANTA ROSA, HOSPITAL GERIÁTRICO RODRIGUEZ ORTEGA Y DIRECCIÓN DE ATENCIÓN PRIMARIA DE LA MUNICIPALIDAD DE VICENTE LÓPEZ",,30 días hábiles,PLIE-223-2024,,"FORMULA ESPECIALMENTE DISEÑADA PARA LACTANTES CON SINTOMAS ASOCIADOS AL REFLUJO GASTROESOFAGICO TIPO ENFABEBE AR VITAL AR, NUTRILON AR",VITAL AR LATA X 400G,3,UN,8,Vital,-34.5112578,-58.4906088
MUNICIPALIDAD DE VICENTE LÓPEZ,"HOSPITAL MUNICIPAL PROF. DR. BERNARDO A. HOUSSAY, MATERNIDAD SANTA ROSA, HOSPITAL GERIÁTRICO RODRIGUEZ ORTEGA Y DIRECCIÓN DE ATENCIÓN PRIMARIA DE LA MUNICIPALIDAD DE VICENTE LÓPEZ",,30 días hábiles,PLIE-223-2024,,FORMULA ISOCALORICA NUTRICIONALMENTE COMPLETA PARA PACIENTES DIABETICOS E HIPEGLUCEMICOS TIPO DIASIP POLVO,DIASIP LATA X 350G,100,UN,9,Diasip,-34.5112578,-58.4906088
MUNICIPALIDAD DE VICENTE LÓPEZ,"HOSPITAL MUNICIPAL PROF. DR. BERNARDO A. HOUSSAY, MATERNIDAD SANTA ROSA, HOSPITAL GERIÁTRICO RODRIGUEZ ORTEGA Y DIRECCIÓN DE ATENCIÓN PRIMARIA DE LA MUNICIPALIDAD DE VICENTE LÓPEZ",,30 días hábiles,PLIE-223-2024,,FORMULA LACTEA DE INICIO EN POLVO (DESDE EL NACIMIENTO HASTA LOS 6 MESES DE EDAD) TIPO VITAL INFANTIL I- LATA CON CIERRE HERMETICO X900 GR APROX,VITAL 1 X 800G,24,UN,10,Vital,-34.5112578,-58.4906088
MUNICIPALIDAD DE VICENTE LÓPEZ,"HOSPITAL MUNICIPAL PROF. DR. BERNARDO A. HOUSSAY, MATERNIDAD SANTA ROSA, HOSPITAL GERIÁTRICO RODRIGUEZ ORTEGA Y DIRECCIÓN DE ATENCIÓN PRIMARIA DE LA MUNICIPALIDAD DE VICENTE LÓPEZ",,30 días hábiles,PLIE-223-2024,,"FORMULA LIQUIDA COMPLETA ESPECIALIZADA P/PERSONAS C/DIABETES MELLITUS E HIPERGLUCEMIAS, ISOCALORICAS, T/DIASON GLUCERNA",NUTRISON ADVANCED DIASON PACK X 1L,1200,UN,12,Nutrison,-34.5112578,-58.4906088
MUNICIPALIDAD DE VICENTE LÓPEZ,"HOSPITAL MUNICIPAL PROF. DR. BERNARDO A. HOUSSAY, MATERNIDAD SANTA ROSA, HOSPITAL GERIÁTRICO RODRIGUEZ ORTEGA Y DIRECCIÓN DE ATENCIÓN PRIMARIA DE LA MUNICIPALIDAD DE VICENTE LÓPEZ",,30 días hábiles,PLIE-223-2024,,FORMULA LIQUIDA CON PROTEINA 100% HIDROLIZADAS ALTERNA PEPTIDO- BOTELLA X100ML,NUTRISON ADVANCED PEPTISORB PA 1000ML,50,UN,13,Nutrison,-34.5112578,-58.4906088
MUNICIPALIDAD DE VICENTE LÓPEZ,"HOSPITAL MUNICIPAL PROF. DR. BERNARDO A. HOUSSAY, MATERNIDAD SANTA ROSA, HOSPITAL GERIÁTRICO RODRIGUEZ ORTEGA Y DIRECCIÓN DE ATENCIÓN PRIMARIA DE LA MUNICIPALIDAD DE VICENTE LÓPEZ",,30 días hábiles,PLIE-223-2024,,"FORMULA LIQUIDA ISOCALORICA, LISTA PARA USAR, CON HIDROLIZADO DE PROTEINAS TIPO SURBIMED OPD HN",NUTRISON ADVANCED PEPTISORB PA 1000ML,600,UN,14,Nutrison,-34.5112578,-58.4906088
MUNICIPALIDAD DE VICENTE LÓPEZ,"HOSPITAL MUNICIPAL PROF. DR. BERNARDO A. HOUSSAY, MATERNIDAD SANTA ROSA, HOSPITAL GERIÁTRICO RODRIGUEZ ORTEGA Y DIRECCIÓN DE ATENCIÓN PRIMARIA DE LA MUNICIPALIDAD DE VICENTE LÓPEZ",,30 días hábiles,PLIE-223-2024,,FORMULA LIQUIDA NUTRICIONALMENTE COMPLETA HIPERCALORICA E HIPERPROTEICA (LISTA PARA USAR) T/ NUTRISION ENERGY,NUTRISON PACK ENERGY 1000 ML,2400,UN,15,Nutrison,-34.5112578,-58.4906088
MUNICIPALIDAD DE VICENTE LÓPEZ,"HOSPITAL MUNICIPAL PROF. DR. BERNARDO A. HOUSSAY, MATERNIDAD SANTA ROSA, HOSPITAL GERIÁTRICO RODRIGUEZ ORTEGA Y DIRECCIÓN DE ATENCIÓN PRIMARIA DE LA MUNICIPALIDAD DE VICENTE LÓPEZ",,30 días hábiles,PLIE-223-2024,,"FORMULA LIQUIDA NUTRICIONALMENTE COMPLETA Y BALANCEADA ISOCALORICA, DE BAJO RESIDUO,(LISTA PARA USAR) T/NUTRISON, STANDARD, OSMOLITE",NUTRISON PACK  STD. 1000ML,2400,UN,16,Nutrison,-34.5112578,-58.4906088
MUNICIPALIDAD DE VICENTE LÓPEZ,"HOSPITAL MUNICIPAL PROF. DR. BERNARDO A. HOUSSAY, MATERNIDAD SANTA ROSA, HOSPITAL GERIÁTRICO RODRIGUEZ ORTEGA Y DIRECCIÓN DE ATENCIÓN PRIMARIA DE LA MUNICIPALIDAD DE VICENTE LÓPEZ",,30 días hábiles,PLIE-223-2024,,FORMULA SEMIELEMENTAL ISOCALORICA EN POLVO PARA PACIENTES CON FUNCION GASTROUNTESTINAL DISMINUIDA. TIPO PEPTISORB/SUSTENTA SEMI ELEMENTAL,NUTRISON ADVANCED PEPTISORB PA 1000ML,150,UN,17,Nutrison,-34.5112578,-58.4906088
MUNICIPALIDAD DE VICENTE LÓPEZ,"HOSPITAL MUNICIPAL PROF. DR. BERNARDO A. HOUSSAY, MATERNIDAD SANTA ROSA, HOSPITAL GERIÁTRICO RODRIGUEZ ORTEGA Y DIRECCIÓN DE ATENCIÓN PRIMARIA DE LA MUNICIPALIDAD DE VICENTE LÓPEZ",,30 días hábiles,PLIE-223-2024,,SUPLEMENTO NUTRICIONAL COMPLETO Y BALANCEADO VIA ORAL CON HMB BOT 237ML ENSURE ADVANCE SHAKE,FORTISIP VAINILLA BOTELLA X 200ML,1200,UN,23,Fortisip,-34.5112578,-58.4906088
MUNICIPALIDAD DE VICENTE LÓPEZ,"HOSPITAL MUNICIPAL PROF. DR. BERNARDO A. HOUSSAY, MATERNIDAD SANTA ROSA, HOSPITAL GERIÁTRICO RODRIGUEZ ORTEGA Y DIRECCIÓN DE ATENCIÓN PRIMARIA DE LA MUNICIPALIDAD DE VICENTE LÓPEZ",,30 días hábiles,PLIE-223-2024,,SUPLEMENTO NUTRICIONAL HIPERCALORICO E HIPERPROTEICO VIA ORAL CON HMB BOT 220ML ENSURE CLINICAL,FORTISIP COMPACT VAN 24X125ML PB AR,600,UN,24,Fortisip,-34.5112578,-58.4906088
MUNICIPALIDAD DE VICENTE LÓPEZ,"HOSPITAL MUNICIPAL PROF. DR. BERNARDO A. HOUSSAY, MATERNIDAD SANTA ROSA, HOSPITAL GERIÁTRICO RODRIGUEZ ORTEGA Y DIRECCIÓN DE ATENCIÓN PRIMARIA DE LA MUNICIPALIDAD DE VICENTE LÓPEZ",,30 días hábiles,PLIE-223-2024,,SUPLEMENTO NUTRICIONAL LIQUIDO PARA PACIENTES DIABETICOS PARA ADMINISTRACION POR VIA ORAL TIPO DIASIP/GLUCERNA SR/DIBEN,DIASIP VAINILLA X 4 X 200 ML,500,UN,25,Diasip,-34.5112578,-58.4906088
MUNICIPALIDAD DE VICENTE LÓPEZ,"HOSPITAL MUNICIPAL PROF. DR. BERNARDO A. HOUSSAY, MATERNIDAD SANTA ROSA, HOSPITAL GERIÁTRICO RODRIGUEZ ORTEGA Y DIRECCIÓN DE ATENCIÓN PRIMARIA DE LA MUNICIPALIDAD DE VICENTE LÓPEZ",,30 días hábiles,PLIE-223-2024,,SUPLEMENTO NUTRICIONAL LIQUIDO VIA ORAL HIPERCALORICO E HIPERPROTEICO ENSURE PLUS /FORTISIP/ FRESUBIN/ ENBRACE X200ML,FORTISIP VAINILLA BOTELLA X 200ML,600,UN,26,Fortisip,-34.5112578,-58.4906088
MUNICIPALIDAD DE VICENTE LÓPEZ,"HOSPITAL MUNICIPAL PROF. DR. BERNARDO A. HOUSSAY, MATERNIDAD SANTA ROSA, HOSPITAL GERIÁTRICO RODRIGUEZ ORTEGA Y DIRECCIÓN DE ATENCIÓN PRIMARIA DE LA MUNICIPALIDAD DE VICENTE LÓPEZ",,30 días hábiles,PLIE-223-2024,,"SUPLEMENTO ORAL SEMISOLIDO NUTRICIONALMENTE COMPLETO CON ALTA DENSIDAD ENERGETICA, ALTO PROTEICO 250 CALORIAS POR POTE DE 125GR",FORTISIP COMPACT VAN 24X125ML PB AR,720,UN,28,Fortisip,-34.5112578,-58.4906088
MUNICIPALIDAD DE VICENTE LÓPEZ,"HOSPITAL MUNICIPAL PROF. DR. BERNARDO A. HOUSSAY, MATERNIDAD SANTA ROSA, HOSPITAL GERIÁTRICO RODRIGUEZ ORTEGA Y DIRECCIÓN DE ATENCIÓN PRIMARIA DE LA MUNICIPALIDAD DE VICENTE LÓPEZ",,30 días hábiles,PLIE-223-2024,,LECHE FLUIDA PARA PREMATUROS 70 ML APROX,NUTRILON PREMATUROS 1 BOTELLA X 70ML,2400,UN,30,Nutrilon,-34.5112578,-58.4906088
MUNICIPALIDAD DE VICENTE LÓPEZ,"HOSPITAL MUNICIPAL PROF. DR. BERNARDO A. HOUSSAY, MATERNIDAD SANTA ROSA, HOSPITAL GERIÁTRICO RODRIGUEZ ORTEGA Y DIRECCIÓN DE ATENCIÓN PRIMARIA DE LA MUNICIPALIDAD DE VICENTE LÓPEZ",,30 días hábiles,PLIE-223-2024,,ENRIQUECEDOR DE LECHE MATERNA. SOBRES,NUTRILON SUPLEM PRO ESTUCHE X 50 UN X 1G,4800,UN,31,Nutrilon,-34.5112578,-58.4906088
MUNICIPALIDAD DE VICENTE LÓPEZ,"HOSPITAL MUNICIPAL PROF. DR. BERNARDO A. HOUSSAY, MATERNIDAD SANTA ROSA, HOSPITAL GERIÁTRICO RODRIGUEZ ORTEGA Y DIRECCIÓN DE ATENCIÓN PRIMARIA DE LA MUNICIPALIDAD DE VICENTE LÓPEZ",,30 días hábiles,PLIE-223-2024,,FORMULA LACTEA DE CONTINUACION EN POLVO (DESDE 6 MESES A 1AÑO DE EDAD) TIPO VITAL INF.II- LATA CON CIERRE HERMERICO,VITAL 2 LICITACIONES POUCH X 1KG,270,UN,32,Vital,-34.5112578,-58.4906088
